FIPS,State,County,Obesity_Percent
18161,Indiana,Union County,30
18163,Indiana,Vanderburgh County,33.3
18165,Indiana,Vermillion County,33.1
18167,Indiana,Vigo County,32.8
18169,Indiana,Wabash County,31.6
18171,Indiana,Warren County,32.1
18173,Indiana,Warrick County,29.4
18175,Indiana,Washington County,30.6
18177,Indiana,Wayne County,29.6
18179,Indiana,Wells County,28.4
18181,Indiana,White County,34.7
18183,Indiana,Whitley County,32
19001,Iowa,Adair County,32.4
19003,Iowa,Adams County,30.8
19005,Iowa,Allamakee County,33.6
19007,Iowa,Appanoose County,35.4
19009,Iowa,Audubon County,31.2
19011,Iowa,Benton County,34.4
19013,Iowa,Black Hawk County,29.9
19015,Iowa,Boone County,32.4
19017,Iowa,Bremer County,32.4
19019,Iowa,Buchanan County,35.2
19021,Iowa,Buena Vista County,33
19023,Iowa,Butler County,33.8
19025,Iowa,Calhoun County,32.4
19027,Iowa,Carroll County,30.7
19029,Iowa,Cass County,35.2
19031,Iowa,Cedar County,32.4
19033,Iowa,Cerro Gordo County,33.2
19035,Iowa,Cherokee County,37.5
19037,Iowa,Chickasaw County,32.7
19039,Iowa,Clarke County,30.5
19041,Iowa,Clay County,33.8
19043,Iowa,Clayton County,32.1
19045,Iowa,Clinton County,33.4
19047,Iowa,Crawford County,34.2
19049,Iowa,Dallas County,29.8
19051,Iowa,Davis County,32.7
19053,Iowa,Decatur County,33.1
19055,Iowa,Delaware County,33.9
19057,Iowa,Des Moines County,31.3
19059,Iowa,Dickinson County,33.4
19061,Iowa,Dubuque County,28.5
19063,Iowa,Emmet County,33.2
19065,Iowa,Fayette County,37.7
19067,Iowa,Floyd County,31
19069,Iowa,Franklin County,32.6
19071,Iowa,Fremont County,32.9
19073,Iowa,Greene County,29.6
19075,Iowa,Grundy County,31.7
19077,Iowa,Guthrie County,35.9
19079,Iowa,Hamilton County,30.6
19081,Iowa,Hancock County,35.4
19083,Iowa,Hardin County,34.8
19085,Iowa,Harrison County,32.3
19087,Iowa,Henry County,34.6
19089,Iowa,Howard County,31.1
19091,Iowa,Humboldt County,31.8
19093,Iowa,Ida County,28.2
19095,Iowa,Iowa County,30.7
19097,Iowa,Jackson County,33.1
19099,Iowa,Jasper County,32.2
19101,Iowa,Jefferson County,27.5
19103,Iowa,Johnson County,23
19105,Iowa,Jones County,37.6
19107,Iowa,Keokuk County,29.9
19109,Iowa,Kossuth County,32.7
19111,Iowa,Lee County,31.9
19113,Iowa,Linn County,31
19115,Iowa,Louisa County,37.4
19117,Iowa,Lucas County,33.8
19119,Iowa,Lyon County,31.9
19121,Iowa,Madison County,34.2
19123,Iowa,Mahaska County,31.9
19125,Iowa,Marion County,33.1
19127,Iowa,Marshall County,34.7
19129,Iowa,Mills County,34.7
19131,Iowa,Mitchell County,30.3
19133,Iowa,Monona County,32.8
19135,Iowa,Monroe County,32.4
19137,Iowa,Montgomery County,37.6
19139,Iowa,Muscatine County,34.2
19141,Iowa,O'Brien County,31.6
19143,Iowa,Osceola County,34.4
19145,Iowa,Page County,35.3
19147,Iowa,Palo Alto County,35.7
19149,Iowa,Plymouth County,32.2
19151,Iowa,Pocahontas County,31.9
19153,Iowa,Polk County,29.2
19155,Iowa,Pottawattamie County,36
19157,Iowa,Poweshiek County,32.1
19159,Iowa,Ringgold County,34.9
19161,Iowa,Sac County,33
19163,Iowa,Scott County,31.8
19165,Iowa,Shelby County,29.4
19167,Iowa,Sioux County,29
19169,Iowa,Story County,27.1
19171,Iowa,Tama County,31.3
19173,Iowa,Taylor County,30.9
19175,Iowa,Union County,37.8
19177,Iowa,Van Buren County,35.7
19179,Iowa,Wapello County,35.6
19181,Iowa,Warren County,31.1
19183,Iowa,Washington County,31.5
19185,Iowa,Wayne County,33.3
19187,Iowa,Webster County,31.1
19189,Iowa,Winnebago County,28.6
19191,Iowa,Winneshiek County,25.4
19193,Iowa,Woodbury County,34.3
19195,Iowa,Worth County,33.7
19197,Iowa,Wright County,34.4
20001,Kansas,Allen County,34.2
20003,Kansas,Anderson County,33.3
20005,Kansas,Atchison County,33.1
20007,Kansas,Barber County,36.7
20009,Kansas,Barton County,35.4
20011,Kansas,Bourbon County,33.9
20013,Kansas,Brown County,29.6
20015,Kansas,Butler County,31.9
20017,Kansas,Chase County,28.3
20019,Kansas,Chautauqua County,34.1
20021,Kansas,Cherokee County,37
20023,Kansas,Cheyenne County,33.5
20025,Kansas,Clark County,31.2
20027,Kansas,Clay County,36.2
20029,Kansas,Cloud County,29.9
20031,Kansas,Coffey County,30.5
20033,Kansas,Comanche County,33.6
20035,Kansas,Cowley County,36
20037,Kansas,Crawford County,33
20039,Kansas,Decatur County,36.1
20041,Kansas,Dickinson County,31.9
20043,Kansas,Doniphan County,32.1
20045,Kansas,Douglas County,24.2
20047,Kansas,Edwards County,32.9
20049,Kansas,Elk County,32.5
20051,Kansas,Ellis County,31.6
20053,Kansas,Ellsworth County,33.3
20055,Kansas,Finney County,35.2
20057,Kansas,Ford County,30.6
20059,Kansas,Franklin County,33.8
20061,Kansas,Geary County,32.7
20063,Kansas,Gove County,30.2
20065,Kansas,Graham County,28.9
20067,Kansas,Grant County,35.6
20069,Kansas,Gray County,36
20071,Kansas,Greeley County,32.6
20073,Kansas,Greenwood County,32.7
20075,Kansas,Hamilton County,37.1
20077,Kansas,Harper County,34.2
20079,Kansas,Harvey County,31
20081,Kansas,Haskell County,33.9
20083,Kansas,Hodgeman County,32
20085,Kansas,Jackson County,33.4
20087,Kansas,Jefferson County,29.9
20089,Kansas,Jewell County,29.6
20091,Kansas,Johnson County,24.8
20093,Kansas,Kearny County,28.7
20095,Kansas,Kingman County,32.2
20097,Kansas,Kiowa County,32.8
20099,Kansas,Labette County,34
20101,Kansas,Lane County,30.8
20103,Kansas,Leavenworth County,32.8
20105,Kansas,Lincoln County,31.2
20107,Kansas,Linn County,31.6
20109,Kansas,Logan County,31.1
20111,Kansas,Lyon County,34.7
20113,Kansas,McPherson County,29.2
20115,Kansas,Marion County,30.9
20117,Kansas,Marshall County,32.6
20119,Kansas,Meade County,27
20121,Kansas,Miami County,34.1
20123,Kansas,Mitchell County,32.1
20125,Kansas,Montgomery County,35.1
20127,Kansas,Morris County,35.1
20129,Kansas,Morton County,31.9
20131,Kansas,Nemaha County,30.4
20133,Kansas,Neosho County,33.5
20135,Kansas,Ness County,31.1
20137,Kansas,Norton County,32.4
20139,Kansas,Osage County,37.1
20141,Kansas,Osborne County,33.2
20143,Kansas,Ottawa County,37.9
20145,Kansas,Pawnee County,30.3
20147,Kansas,Phillips County,28.8
20149,Kansas,Pottawatomie County,31.3
20151,Kansas,Pratt County,33.8
20153,Kansas,Rawlins County,32.3
20155,Kansas,Reno County,35.7
20157,Kansas,Republic County,30.9
20159,Kansas,Rice County,32.6
20161,Kansas,Riley County,23.8
20163,Kansas,Rooks County,32.8
20165,Kansas,Rush County,32.6
20167,Kansas,Russell County,30.4
20169,Kansas,Saline County,35.1
20171,Kansas,Scott County,32.1
20173,Kansas,Sedgwick County,31.4
20175,Kansas,Seward County,38.6
20177,Kansas,Shawnee County,32.9
20179,Kansas,Sheridan County,31.5
20181,Kansas,Sherman County,29.9
20183,Kansas,Smith County,34.1
20185,Kansas,Stafford County,32.5
20187,Kansas,Stanton County,31.3
20189,Kansas,Stevens County,34.8
20191,Kansas,Sumner County,31.1
20193,Kansas,Thomas County,35
20195,Kansas,Trego County,29.7
20197,Kansas,Wabaunsee County,30.9
20199,Kansas,Wallace County,33.1
20201,Kansas,Washington County,30.7
20203,Kansas,Wichita County,29.4
20205,Kansas,Wilson County,32.9
20207,Kansas,Woodson County,33.4
20209,Kansas,Wyandotte County,36.2
21001,Kentucky,Adair County,34.3
21003,Kentucky,Allen County,33.9
21005,Kentucky,Anderson County,34.6
21007,Kentucky,Ballard County,34.2
21009,Kentucky,Barren County,31
21011,Kentucky,Bath County,30.4
21013,Kentucky,Bell County,37.9
21015,Kentucky,Boone County,32.5
21017,Kentucky,Bourbon County,34.1
21019,Kentucky,Boyd County,38.5
21021,Kentucky,Boyle County,32.2
21023,Kentucky,Bracken County,32.4
21025,Kentucky,Breathitt County,41.6
21027,Kentucky,Breckinridge County,36.6
21029,Kentucky,Bullitt County,32.8
21031,Kentucky,Butler County,33.2
21033,Kentucky,Caldwell County,35
21035,Kentucky,Calloway County,30.1
21037,Kentucky,Campbell County,31.6
21039,Kentucky,Carlisle County,33.4
21041,Kentucky,Carroll County,35.3
21043,Kentucky,Carter County,38.9
21045,Kentucky,Casey County,36.4
21047,Kentucky,Christian County,36.5
21049,Kentucky,Clark County,30.6
21051,Kentucky,Clay County,38
21053,Kentucky,Clinton County,34.9
21055,Kentucky,Crittenden County,33.8
21057,Kentucky,Cumberland County,31.8
21059,Kentucky,Daviess County,30.4
21061,Kentucky,Edmonson County,31.2
21063,Kentucky,Elliott County,33.7
21065,Kentucky,Estill County,35.1
21067,Kentucky,Fayette County,27.3
21069,Kentucky,Fleming County,34.5
21071,Kentucky,Floyd County,37.6
21073,Kentucky,Franklin County,33.2
21075,Kentucky,Fulton County,32
21077,Kentucky,Gallatin County,35.8
21079,Kentucky,Garrard County,30.5
21081,Kentucky,Grant County,36.3
21083,Kentucky,Graves County,30.1
21085,Kentucky,Grayson County,36.5
21087,Kentucky,Green County,38.1
21089,Kentucky,Greenup County,39.8
21091,Kentucky,Hancock County,34.5
21093,Kentucky,Hardin County,32.9
21095,Kentucky,Harlan County,36.5
21097,Kentucky,Harrison County,30.1
21099,Kentucky,Hart County,37.1
21101,Kentucky,Henderson County,32.6
21103,Kentucky,Henry County,31.6
21105,Kentucky,Hickman County,35.2
21107,Kentucky,Hopkins County,35
21109,Kentucky,Jackson County,37.5
21111,Kentucky,Jefferson County,31.6
21113,Kentucky,Jessamine County,31.5
21115,Kentucky,Johnson County,37.2
21117,Kentucky,Kenton County,28.5
21119,Kentucky,Knott County,40.2
21121,Kentucky,Knox County,39.3
21123,Kentucky,Larue County,33.6
21125,Kentucky,Laurel County,37.8
21127,Kentucky,Lawrence County,42.2
21129,Kentucky,Lee County,33.9
21131,Kentucky,Leslie County,43.2
21133,Kentucky,Letcher County,38.6
21135,Kentucky,Lewis County,38.3
21137,Kentucky,Lincoln County,30.8
21139,Kentucky,Livingston County,29.7
21141,Kentucky,Logan County,35.2
21143,Kentucky,Lyon County,33.3
21145,Kentucky,McCracken County,33.7
21147,Kentucky,McCreary County,34.3
21149,Kentucky,McLean County,36.8
21151,Kentucky,Madison County,32.2
21153,Kentucky,Magoffin County,33.7
21155,Kentucky,Marion County,30.6
21157,Kentucky,Marshall County,34.1
21159,Kentucky,Martin County,39.3
21161,Kentucky,Mason County,30.1
21163,Kentucky,Meade County,35.9
21165,Kentucky,Menifee County,33.3
21167,Kentucky,Mercer County,35.8
21169,Kentucky,Metcalfe County,33.8
21171,Kentucky,Monroe County,29.9
21173,Kentucky,Montgomery County,32.2
21175,Kentucky,Morgan County,35.5
21177,Kentucky,Muhlenberg County,37.8
21179,Kentucky,Nelson County,32.4
21181,Kentucky,Nicholas County,32.5
21183,Kentucky,Ohio County,37.2
21185,Kentucky,Oldham County,28
21187,Kentucky,Owen County,30
21189,Kentucky,Owsley County,33.6
21191,Kentucky,Pendleton County,32.4
21193,Kentucky,Perry County,37
21195,Kentucky,Pike County,38.9
21197,Kentucky,Powell County,36.3
21199,Kentucky,Pulaski County,33.6
21201,Kentucky,Robertson County,34.6
21203,Kentucky,Rockcastle County,36
21205,Kentucky,Rowan County,34.4
21207,Kentucky,Russell County,34.6
21209,Kentucky,Scott County,29.4
21211,Kentucky,Shelby County,33
21213,Kentucky,Simpson County,35.4
21215,Kentucky,Spencer County,30.3
21217,Kentucky,Taylor County,35.4
21219,Kentucky,Todd County,33.7
21221,Kentucky,Trigg County,33.4
21223,Kentucky,Trimble County,34
21225,Kentucky,Union County,30.7
21227,Kentucky,Warren County,31.6
21229,Kentucky,Washington County,32.9
21231,Kentucky,Wayne County,37.1
21233,Kentucky,Webster County,35.6
21235,Kentucky,Whitley County,36.3
21237,Kentucky,Wolfe County,32.3
21239,Kentucky,Woodford County,29.5
22001,Louisiana,Acadia Parish,33.1
22003,Louisiana,Allen Parish,34.4
22005,Louisiana,Ascension Parish,31.3
22007,Louisiana,Assumption Parish,34.8
22009,Louisiana,Avoyelles Parish,37
22011,Louisiana,Beauregard Parish,35.8
22013,Louisiana,Bienville Parish,38.2
22015,Louisiana,Bossier Parish,34.7
22017,Louisiana,Caddo Parish,34.3
22019,Louisiana,Calcasieu Parish,32.3
22021,Louisiana,Caldwell Parish,36.3
22023,Louisiana,Cameron Parish,31.5
22025,Louisiana,Catahoula Parish,35.3
22027,Louisiana,Claiborne Parish,37
22029,Louisiana,Concordia Parish,38.3
22031,Louisiana,De Soto Parish,38.9
22033,Louisiana,East Baton Rouge Parish,32.9
22035,Louisiana,East Carroll Parish,42.1
22037,Louisiana,East Feliciana Parish,42.1
22039,Louisiana,Evangeline Parish,41.9
22041,Louisiana,Franklin Parish,38
22043,Louisiana,Grant Parish,33.8
22045,Louisiana,Iberia Parish,36.1
22047,Louisiana,Iberville Parish,39.7
22049,Louisiana,Jackson Parish,34.8
22051,Louisiana,Jefferson Parish,35.4
22053,Louisiana,Jefferson Davis Parish,36.3
22055,Louisiana,Lafayette Parish,31.1
22057,Louisiana,Lafourche Parish,36.9
22059,Louisiana,La Salle Parish,33.2
22061,Louisiana,Lincoln Parish,37.3
22063,Louisiana,Livingston Parish,34.4
22065,Louisiana,Madison Parish,41.8
22067,Louisiana,Morehouse Parish,39.4
22069,Louisiana,Natchitoches Parish,34.7
22071,Louisiana,Orleans Parish,31.9
22073,Louisiana,Ouachita Parish,35.7
22075,Louisiana,Plaquemines Parish,33.5
22077,Louisiana,Pointe Coupee Parish,35.3
22079,Louisiana,Rapides Parish,35.7
22081,Louisiana,Red River Parish,40.3
22083,Louisiana,Richland Parish,37.1
22085,Louisiana,Sabine Parish,39.1
22087,Louisiana,St. Bernard Parish,35.5
22089,Louisiana,St. Charles Parish,35.9
22091,Louisiana,St. Helena Parish,40.6
22093,Louisiana,St. James Parish,37
22095,Louisiana,St. John the Baptist Pa,35.8
22097,Louisiana,St. Landry Parish,39.6
22099,Louisiana,St. Martin Parish,34.2
22101,Louisiana,St. Mary Parish,38
22103,Louisiana,St. Tammany Parish,27.8
22105,Louisiana,Tangipahoa Parish,39.1
22107,Louisiana,Tensas Parish,34.8
22109,Louisiana,Terrebonne Parish,39.5
22111,Louisiana,Union Parish,34.4
22113,Louisiana,Vermilion Parish,31.2
22115,Louisiana,Vernon Parish,36.6
22117,Louisiana,Washington Parish,37.4
22119,Louisiana,Webster Parish,35.8
22121,Louisiana,West Baton Rouge Parish,40.2
22123,Louisiana,West Carroll Parish,36
22125,Louisiana,West Feliciana Parish,34.5
22127,Louisiana,Winn Parish,37.7
23001,Maine,Androscoggin County,33.2
23003,Maine,Aroostook County,34.1
23005,Maine,Cumberland County,22.7
23007,Maine,Franklin County,30.2
23009,Maine,Hancock County,24.3
23011,Maine,Kennebec County,30.9
23013,Maine,Knox County,23.1
23015,Maine,Lincoln County,24.6
23017,Maine,Oxford County,31.4
23019,Maine,Penobscot County,30.3
23021,Maine,Piscataquis County,33.3
23023,Maine,Sagadahoc County,25.1
23025,Maine,Somerset County,35
23027,Maine,Waldo County,28.3
23029,Maine,Washington County,28.5
23031,Maine,York County,27.6
24001,Maryland,Allegany County,32.3
24003,Maryland,Anne Arundel County,29.1
24005,Maryland,Baltimore County,28.8
24009,Maryland,Calvert County,29.7
24011,Maryland,Caroline County,35
24013,Maryland,Carroll County,27.9
24015,Maryland,Cecil County,33.7
24017,Maryland,Charles County,36
24019,Maryland,Dorchester County,35.7
24021,Maryland,Frederick County,29.1
24023,Maryland,Garrett County,30.6
24025,Maryland,Harford County,27.9
24027,Maryland,Howard County,21.7
24029,Maryland,Kent County,28.1
24031,Maryland,Montgomery County,20.1
24033,Maryland,Prince George's County,33.4
24035,Maryland,Queen Anne's County,28.9
24037,Maryland,St. Mary's County,32
24039,Maryland,Somerset County,42.2
24041,Maryland,Talbot County,29.3
24043,Maryland,Washington County,33.8
24045,Maryland,Wicomico County,35.9
24047,Maryland,Worcester County,29.4
24510,Maryland,Baltimore city,33.7
25001,Massachusetts,Barnstable County,19.9
25003,Massachusetts,Berkshire County,23.7
25005,Massachusetts,Bristol County,28.3
25007,Massachusetts,Dukes County,22
25009,Massachusetts,Essex County,25.5
25011,Massachusetts,Franklin County,21
25013,Massachusetts,Hampden County,27.5
25015,Massachusetts,Hampshire County,18.9
25017,Massachusetts,Middlesex County,22.6
25019,Massachusetts,Nantucket County,20
25021,Massachusetts,Norfolk County,20.5
25023,Massachusetts,Plymouth County,27.8
25025,Massachusetts,Suffolk County,21.3
25027,Massachusetts,Worcester County,27
26001,Michigan,Alcona County,31.1
26003,Michigan,Alger County,29.8
26005,Michigan,Allegan County,30.2
26007,Michigan,Alpena County,32.1
26009,Michigan,Antrim County,32.2
26011,Michigan,Arenac County,34
26013,Michigan,Baraga County,32.5
26015,Michigan,Barry County,31.2
26017,Michigan,Bay County,35.4
26019,Michigan,Benzie County,28.7
26021,Michigan,Berrien County,34.8
26023,Michigan,Branch County,31.8
26025,Michigan,Calhoun County,33.9
26027,Michigan,Cass County,35.3
26029,Michigan,Charlevoix County,28.6
26031,Michigan,Cheboygan County,33.2
26033,Michigan,Chippewa County,34.6
26035,Michigan,Clare County,33.8
26037,Michigan,Clinton County,31.6
26039,Michigan,Crawford County,30.4
26041,Michigan,Delta County,32.1
26043,Michigan,Dickinson County,30.1
26045,Michigan,Eaton County,35.7
26047,Michigan,Emmet County,29.8
26049,Michigan,Genesee County,33
26051,Michigan,Gladwin County,34.7
26053,Michigan,Gogebic County,31.3
26055,Michigan,Grand Traverse County,26.8
26057,Michigan,Gratiot County,33.6
26059,Michigan,Hillsdale County,32
26061,Michigan,Houghton County,30.7
26063,Michigan,Huron County,31.5
26065,Michigan,Ingham County,30.4
26067,Michigan,Ionia County,38
26069,Michigan,Iosco County,33.2
26071,Michigan,Iron County,29.1
26073,Michigan,Isabella County,30.9
26075,Michigan,Jackson County,33.7
26077,Michigan,Kalamazoo County,30.6
26079,Michigan,Kalkaska County,31.6
26081,Michigan,Kent County,28.7
26083,Michigan,Keweenaw County,30.9
26085,Michigan,Lake County,32
26087,Michigan,Lapeer County,30.3
26089,Michigan,Leelanau County,26.6
26091,Michigan,Lenawee County,30.8
26093,Michigan,Livingston County,29.6
26095,Michigan,Luce County,32.6
26097,Michigan,Mackinac County,31.1
26099,Michigan,Macomb County,33.3
26101,Michigan,Manistee County,34.6
26103,Michigan,Marquette County,29.2
26105,Michigan,Mason County,29.9
26107,Michigan,Mecosta County,35
26109,Michigan,Menominee County,34.4
26111,Michigan,Midland County,30.5
26113,Michigan,Missaukee County,32.2
26115,Michigan,Monroe County,33.8
26117,Michigan,Montcalm County,34
26119,Michigan,Montmorency County,28.9
26121,Michigan,Muskegon County,35.8
26123,Michigan,Newaygo County,34
26125,Michigan,Oakland County,26.3
26127,Michigan,Oceana County,34.8
26129,Michigan,Ogemaw County,35.6
26131,Michigan,Ontonagon County,33
26133,Michigan,Osceola County,34.2
26135,Michigan,Oscoda County,33.5
26137,Michigan,Otsego County,33.3
26139,Michigan,Ottawa County,27.6
26141,Michigan,Presque Isle County,32.3
26143,Michigan,Roscommon County,34.2
26145,Michigan,Saginaw County,38.9
26147,Michigan,St. Clair County,33
26149,Michigan,St. Joseph County,34.7
26151,Michigan,Sanilac County,31.3
26153,Michigan,Schoolcraft County,31.3
26155,Michigan,Shiawassee County,32.4
26157,Michigan,Tuscola County,32.6
26159,Michigan,Van Buren County,33.5
26161,Michigan,Washtenaw County,24.4
26163,Michigan,Wayne County,33.5
26165,Michigan,Wexford County,30.2
27001,Minnesota,Aitkin County,29.9
27003,Minnesota,Anoka County,30
27005,Minnesota,Becker County,32.6
27007,Minnesota,Beltrami County,30.9
27009,Minnesota,Benton County,29.3
27011,Minnesota,Big Stone County,28.7
27013,Minnesota,Blue Earth County,33.7
27015,Minnesota,Brown County,30.1
27017,Minnesota,Carlton County,30.1
27019,Minnesota,Carver County,23
27021,Minnesota,Cass County,26.5
27023,Minnesota,Chippewa County,29.9
27025,Minnesota,Chisago County,29.8
27027,Minnesota,Clay County,28.4
27029,Minnesota,Clearwater County,31
27031,Minnesota,Cook County,28.9
27033,Minnesota,Cottonwood County,31.7
27035,Minnesota,Crow Wing County,29
27037,Minnesota,Dakota County,26.6
27039,Minnesota,Dodge County,24.9
27041,Minnesota,Douglas County,30
27043,Minnesota,Faribault County,27
27045,Minnesota,Fillmore County,25.1
27047,Minnesota,Freeborn County,29.9
27049,Minnesota,Goodhue County,32.2
27051,Minnesota,Grant County,32
27053,Minnesota,Hennepin County,22.8
27055,Minnesota,Houston County,25.7
27057,Minnesota,Hubbard County,24.9
27059,Minnesota,Isanti County,28
27061,Minnesota,Itasca County,32.2
27063,Minnesota,Jackson County,31.5
27065,Minnesota,Kanabec County,29.9
27067,Minnesota,Kandiyohi County,29.1
27069,Minnesota,Kittson County,27.8
27071,Minnesota,Koochiching County,28
27073,Minnesota,Lac qui Parle County,28.8
27075,Minnesota,Lake County,30.3
27077,Minnesota,Lake of the Woods Count,30.4
27079,Minnesota,Le Sueur County,32.4
27081,Minnesota,Lincoln County,28.3
27083,Minnesota,Lyon County,28.7
27085,Minnesota,McLeod County,31.1
27087,Minnesota,Mahnomen County,32.6
27089,Minnesota,Marshall County,29.7
27091,Minnesota,Martin County,32.2
27093,Minnesota,Meeker County,30.4
27095,Minnesota,Mille Lacs County,35.9
27097,Minnesota,Morrison County,34.3
27099,Minnesota,Mower County,30.8
27101,Minnesota,Murray County,29.8
27103,Minnesota,Nicollet County,29.9
27105,Minnesota,Nobles County,28.8
27107,Minnesota,Norman County,28.2
27109,Minnesota,Olmsted County,25.6
27111,Minnesota,Otter Tail County,29.4
27113,Minnesota,Pennington County,27.5
27115,Minnesota,Pine County,36.2
27117,Minnesota,Pipestone County,28.4
27119,Minnesota,Polk County,33.5
27121,Minnesota,Pope County,32.1
27123,Minnesota,Ramsey County,25.8
27125,Minnesota,Red Lake County,32.8
27127,Minnesota,Redwood County,32.6
27129,Minnesota,Renville County,29.5
27131,Minnesota,Rice County,31.5
27133,Minnesota,Rock County,28.4
27135,Minnesota,Roseau County,29.3
27137,Minnesota,St. Louis County,27.1
27139,Minnesota,Scott County,24.6
27141,Minnesota,Sherburne County,28.8
27143,Minnesota,Sibley County,33.3
27145,Minnesota,Stearns County,27.6
27147,Minnesota,Steele County,30.5
27149,Minnesota,Stevens County,33.5
27151,Minnesota,Swift County,28.6
27153,Minnesota,Todd County,30.4
27155,Minnesota,Traverse County,32.1
27157,Minnesota,Wabasha County,32.2
27159,Minnesota,Wadena County,29.2
27161,Minnesota,Waseca County,33.7
27163,Minnesota,Washington County,26.1
27165,Minnesota,Watonwan County,26.9
27167,Minnesota,Wilkin County,28.5
27169,Minnesota,Winona County,28.9
27171,Minnesota,Wright County,28
27173,Minnesota,Yellow Medicine County,29
28001,Mississippi,Adams County,37.7
28003,Mississippi,Alcorn County,37.9
28005,Mississippi,Amite County,42.3
28007,Mississippi,Attala County,39.2
28009,Mississippi,Benton County,37
28011,Mississippi,Bolivar County,37.5
28013,Mississippi,Calhoun County,35.8
28015,Mississippi,Carroll County,34.2
28017,Mississippi,Chickasaw County,33.4
28019,Mississippi,Choctaw County,31.7
28021,Mississippi,Claiborne County,47.6
28023,Mississippi,Clarke County,34.8
28025,Mississippi,Clay County,35.3
28027,Mississippi,Coahoma County,42.9
28029,Mississippi,Copiah County,37.4
28031,Mississippi,Covington County,36.3
28033,Mississippi,DeSoto County,35.9
28035,Mississippi,Forrest County,34.4
28037,Mississippi,Franklin County,35.6
28039,Mississippi,George County,34.2
28041,Mississippi,Greene County,38.5
28043,Mississippi,Grenada County,38.9
28045,Mississippi,Hancock County,31.9
28047,Mississippi,Harrison County,32.3
28049,Mississippi,Hinds County,34.9
28051,Mississippi,Holmes County,46.1
28053,Mississippi,Humphreys County,41.6
28055,Mississippi,Issaquena County,34.4
28057,Mississippi,Itawamba County,34.5
28059,Mississippi,Jackson County,32
28061,Mississippi,Jasper County,37.9
28063,Mississippi,Jefferson County,44.5
28065,Mississippi,Jefferson Davis County,39.4
28067,Mississippi,Jones County,38.4
28069,Mississippi,Kemper County,36.9
28071,Mississippi,Lafayette County,34.3
28073,Mississippi,Lamar County,32.8
28075,Mississippi,Lauderdale County,32.3
28077,Mississippi,Lawrence County,36.8
28079,Mississippi,Leake County,40.9
28081,Mississippi,Lee County,33
28083,Mississippi,Leflore County,44
28085,Mississippi,Lincoln County,39.1
28087,Mississippi,Lowndes County,34.3
28089,Mississippi,Madison County,28.6
28091,Mississippi,Marion County,34.2
28093,Mississippi,Marshall County,39.1
28095,Mississippi,Monroe County,38
28097,Mississippi,Montgomery County,38.3
28099,Mississippi,Neshoba County,37.5
28101,Mississippi,Newton County,34.8
28103,Mississippi,Noxubee County,40.6
28105,Mississippi,Oktibbeha County,34.2
28107,Mississippi,Panola County,36
28109,Mississippi,Pearl River County,33.7
28111,Mississippi,Perry County,37.2
28113,Mississippi,Pike County,37.2
28115,Mississippi,Pontotoc County,31.1
28117,Mississippi,Prentiss County,33.1
28119,Mississippi,Quitman County,41.5
28121,Mississippi,Rankin County,31.5
28123,Mississippi,Scott County,33.7
28125,Mississippi,Sharkey County,37.5
28127,Mississippi,Simpson County,37.7
28129,Mississippi,Smith County,36.8
28131,Mississippi,Stone County,35.8
28133,Mississippi,Sunflower County,42.2
28135,Mississippi,Tallahatchie County,39.6
28137,Mississippi,Tate County,37.4
28139,Mississippi,Tippah County,33.9
28141,Mississippi,Tishomingo County,36.6
28143,Mississippi,Tunica County,40.7
28145,Mississippi,Union County,33.2
28147,Mississippi,Walthall County,38.3
28149,Mississippi,Warren County,32.7
28151,Mississippi,Washington County,38.9
28153,Mississippi,Wayne County,38.2
28155,Mississippi,Webster County,33.9
28157,Mississippi,Wilkinson County,39.9
28159,Mississippi,Winston County,36.4
28161,Mississippi,Yalobusha County,38.6
28163,Mississippi,Yazoo County,38.8
29001,Missouri,Adair County,29
29003,Missouri,Andrew County,29.3
29005,Missouri,Atchison County,29.8
29007,Missouri,Audrain County,34.7
29009,Missouri,Barry County,32.4
29011,Missouri,Barton County,35.3
29013,Missouri,Bates County,32.1
29015,Missouri,Benton County,31.2
29017,Missouri,Bollinger County,33.1
29019,Missouri,Boone County,28.4
29021,Missouri,Buchanan County,32.6
29023,Missouri,Butler County,35.1
29025,Missouri,Caldwell County,37.2
29027,Missouri,Callaway County,34.3
29029,Missouri,Camden County,28.5
29031,Missouri,Cape Girardeau County,31.9
29033,Missouri,Carroll County,35.4
29035,Missouri,Carter County,31.1
29037,Missouri,Cass County,30.3
29039,Missouri,Cedar County,31
29041,Missouri,Chariton County,30.4
29043,Missouri,Christian County,29.1
29045,Missouri,Clark County,34.3
29047,Missouri,Clay County,29.3
29049,Missouri,Clinton County,34.5
29051,Missouri,Cole County,30.7
29053,Missouri,Cooper County,35.4
29055,Missouri,Crawford County,32.4
29057,Missouri,Dade County,34.3
29059,Missouri,Dallas County,33.7
29061,Missouri,Daviess County,32.6
29063,Missouri,DeKalb County,36.1
29065,Missouri,Dent County,34.6
29067,Missouri,Douglas County,32.5
29069,Missouri,Dunklin County,32
29071,Missouri,Franklin County,30.4
29073,Missouri,Gasconade County,35
29075,Missouri,Gentry County,28.7
29077,Missouri,Greene County,32
29079,Missouri,Grundy County,32.6
29081,Missouri,Harrison County,34.1
29083,Missouri,Henry County,29.5
29085,Missouri,Hickory County,29.2
29087,Missouri,Holt County,32.5
