FIPS,Gyms
28021,1
28027,1
28029,1
28033,13
28035,11
28039,2
28041,1
28043,3
28045,2
28047,16
28049,24
28057,1
28059,16
28067,2
28071,9
28073,1
28075,3
28077,1
28079,1
28081,5
28083,2
28085,3
28087,5
28089,15
28091,1
28095,2
28099,2
28101,1
28103,1
28105,3
28107,1
28109,4
28113,3
28115,1
28117,1
28121,11
28123,1
28127,1
28131,2
28133,1
28137,1
28145,1
28147,2
28149,4
28151,3
28157,1
28159,1
29001,1
29005,1
29007,2
29009,2
29013,1
29015,1
29019,22
29021,9
29023,2
29027,3
29029,6
29031,4
29033,1
29037,6
29043,9
29047,23
29049,1
29051,5
29053,3
29055,2
29059,1
29065,1
29069,2
29071,8
29075,1
29077,34
29081,1
29083,2
29085,1
29087,1
29091,6
29093,2
29095,49
29097,9
29099,13
29101,2
29103,2
29105,3
29107,1
29109,2
29111,2
29113,3
29115,1
29121,4
29123,1
29127,4
29129,1
29131,2
29133,2
29135,2
29137,1
29139,1
29141,2
29145,3
29147,2
29159,4
29161,4
29163,1
29165,14
29169,4
29175,3
29177,2
29183,35
29187,2
29189,136
29195,3
29199,1
29201,2
29205,1
29207,3
29209,3
29213,8
29215,1
29217,2
29219,2
29221,2
29225,2
29229,2
29510,37
30001,1
30009,1
30013,10
30015,1
30017,1
30021,1
30023,2
30027,3
30029,15
30031,10
30041,3
30047,2
30049,8
30051,1
30053,1
30057,3
30063,10
30067,2
30077,1
30081,6
30083,1
30089,1
30093,5
30095,1
30097,1
30099,2
30111,21
31001,6
31013,1
31017,1
31019,3
31021,1
31023,3
31025,1
31027,1
31031,2
31037,1
31043,2
31047,4
31053,1
31055,70
31061,1
31067,3
31079,8
31081,1
31109,41
31111,5
31119,5
31121,1
31127,1
31129,2
31131,1
31135,2
31137,2
31141,6
31145,2
31151,1
31153,17
31157,6
31159,2
31175,1
31177,2
32001,6
32003,59
32005,7
32007,4
32009,1
32013,2
32019,6
32031,37
32510,7
33001,7
33003,8
33005,8
33007,4
33009,17
33011,53
33013,20
33015,63
33017,9
33019,1
34001,32
34003,173
34005,59
34007,71
34009,17
34011,11
34013,83
34015,37
34017,54
34019,20
34021,52
34023,83
34025,110
34027,114
34029,51
34031,49
34033,11
34035,50
34037,19
34039,69
34041,12
35001,54
35003,1
35005,4
35009,4
35013,7
35015,5
35025,3
35027,2
35028,8
35029,3
35031,3
35035,6
35039,1
35041,1
35043,8
35045,6
35049,12
35055,4
35061,3
36001,33
36003,5
36005,45
36007,21
36009,5
36011,4
36013,9
36015,10
36017,3
36019,4
36021,7
36023,5
36027,31
36029,110
36031,3
36033,2
36035,4
36037,7
36039,7
36043,5
36045,6
36047,138
36049,2
36051,9
36053,5
36055,90
36057,6
36059,215
36061,406
36063,19
36065,19
36067,58
36069,15
36071,26
36073,4
36075,11
36077,4
36079,13
36081,121
36083,7
36085,41
36087,42
36089,1
36091,35
36093,18
36095,2
36101,5
36103,210
36105,4
36107,3
36109,16
36111,24
36113,10
36115,3
36117,5
36119,182
36121,3
36123,3
37001,16
37003,2
37005,2
37009,2
37011,1
37013,6
37015,1
37017,1
37019,7
37021,30
37023,6
37025,11
37027,3
37031,9
37035,8
37037,4
37045,2
37049,9
37051,21
37053,3
37055,3
37057,13
37059,5
37061,1
37063,34
37065,2
37067,49
37069,4
37071,15
37077,5
37079,1
37081,40
37083,2
37085,13
37087,1
37089,8
37091,3
37093,1
37097,10
37099,1
37101,14
37105,6
37107,6
37109,9
37111,2
37113,2
37115,1
37119,105
37121,1
37123,2
37125,9
37127,4
37129,17
37131,1
37133,10
37135,22
37137,1
37139,3
37141,6
37145,5
37147,16
37149,1
37151,9
37153,4
37155,9
37157,8
37159,8
37161,5
37163,4
37165,1
37167,8
37169,5
37171,7
37173,2
37175,3
37179,13
37181,3
37183,113
37185,1
37189,6
37191,7
37193,2
37195,2
37197,4
37199,1
38003,2
38015,10
38017,12
38021,1
38023,1
38029,1
38031,1
38035,6
38039,1
38043,1
38057,5
38059,4
38061,1
38065,1
38069,1
38071,2
38089,3
38093,4
38099,3
38101,4
38105,4
39001,1
39003,11
39005,4
39007,8
39011,6
39013,9
39017,39
39019,1
39021,4
39023,12
39025,18
39027,4
39029,8
39031,2
39033,5
39035,128
39037,6
39039,1
39041,16
39043,12
39045,22
39047,3
39049,116
39051,5
39053,1
39055,7
39057,13
39059,2
39061,121
39063,9
39065,3
39069,2
39071,3
39075,1
39077,5
39079,3
39081,4
39083,2
39085,18
39087,3
39089,13
39091,2
39093,25
39095,46
39097,3
39099,23
39101,7
39103,20
39107,2
39109,13
39113,78
39115,1
39117,3
39119,6
39121,1
39123,3
39127,3
39129,1
39131,2
39133,11
39135,1
39137,2
39139,12
39141,3
39143,4
39145,2
39147,5
39149,6
39151,39
39153,47
39155,25
39157,4
39159,4
39161,1
39165,20
39167,7
39169,9
39171,3
39173,10
39175,1
40009,2
40011,1
40013,2
40015,1
40017,9
40019,6
40021,1
40027,21
40031,3
40037,3
40039,1
40041,3
40047,6
40049,1
40051,6
40065,2
40071,1
40079,2
40081,2
40083,1
40087,2
40093,1
40097,1
40099,1
40101,2
40109,65
40111,2
40115,2
40117,1
40119,4
40121,1
40123,2
40125,2
40131,2
40133,1
40137,2
40139,1
40143,82
40145,1
40147,5
40153,1
41001,2
41003,11
41005,39
41007,4
41009,4
41011,6
41013,2
41015,3
41017,25
41019,6
41025,2
41027,5
41029,23
41031,2
41033,8
41035,8
41037,1
41039,37
41041,4
41043,13
41045,3
41047,34
41051,70
41053,6
41057,2
41059,3
41061,1
41065,2
41067,62
41071,8
42001,3
42003,176
42005,5
42007,6
42009,6
42011,44
42013,11
42015,7
42017,82
42019,16
42021,13
42025,6
42027,15
42029,72
42031,3
42033,8
42035,4
42037,8
42039,5
42041,22
42043,27
42045,70
42047,3
42049,32
42051,8
42055,15
42057,1
42059,1
42061,7
42063,4
42065,3
42067,2
42069,22
42071,56
42073,12
42075,15
42077,31
42079,26
42081,7
42083,2
42085,9
42087,3
42089,11
42091,138
42093,3
42095,19
42097,3
42099,7
42101,97
42107,10
42109,7
42111,3
42115,1
42117,6
42119,5
42121,6
42123,1
42125,25
42127,4
42129,45
42133,41
44001,5
44003,29
44005,6
44007,76
44009,26
45003,6
45005,1
45007,10
45013,25
45015,5
45019,41
45021,1
45023,1
45025,1
45027,1
45029,2
45031,7
45035,9
45041,9
45043,6
45045,61
45047,1
45051,20
45055,4
45057,4
45059,3
45061,2
45063,27
45067,1
45069,1
45071,1
45073,5
45075,3
45077,11
45079,23
45083,25
45085,2
45091,15
46005,3
46011,5
46013,5
46015,1
46019,1
46023,1
46027,1
46029,4
46033,1
46035,2
46047,2
46051,1
46059,1
46065,3
46081,3
46093,3
46099,29
46103,15
46107,1
46115,1
46123,1
46127,1
46129,1
46135,4
46137,1
47001,6
47003,2
47005,1
47009,6
47011,7
47013,3
47017,2
47021,1
47023,1
47025,2
47029,1
47031,3
47035,2
47037,83
47039,1
47043,4
47045,1
47047,2
47051,3
47053,5
47055,2
47059,1
47061,1
47063,3
47065,44
47069,2
47071,2
47073,2
47075,1
47077,3
47079,2
47091,1
47093,38
47099,2
47103,3
47105,4
47109,2
47113,10
47117,1
47119,7
47123,3
47125,9
47131,4
47133,3
47141,8
47143,2
47145,4
47147,4
47149,12
47153,1
47155,4
47157,54
47161,1
47163,22
47165,14
47167,3
47171,1
47177,2
47179,9
47183,1
47185,1
47187,7
47189,7
48001,4
48005,2
48007,2
48013,3
48015,4
48017,1
48019,1
48021,6
48025,4
48027,17
48029,140
48031,2
48037,12
48039,18
48041,10
48045,1
48049,3
48051,2
48053,6
48059,1
48061,17
48071,1
48073,1
48075,1
48085,70
48087,1
48089,3
48091,4
48093,1
48097,2
48099,4
48111,1
48113,168
48117,1
48121,42
48135,10
48139,11
48141,46
48143,3
48147,1
48149,1
48157,30
48161,1
48167,27
48171,4
48175,1
48177,2
48179,2
48181,11
48183,10
48187,13
48189,5
48199,2
48201,285
48203,2
48209,21
48211,1
48213,6
48215,32
48217,2
48219,1
48221,1
48223,3
48225,2
48227,1
48231,5
48233,2
48235,1
48239,1
48241,1
48245,15
48249,2
48251,5
48253,1
48255,1
48257,8
48259,4
48265,5
48267,1
48273,2
48277,2
48279,1
48281,1
48285,1
48287,1
48291,1
48293,2
48303,20
48309,18
48321,2
48323,2
48325,2
48329,12
48333,1
48335,1
48337,2
48339,26
48347,2
48349,3
48355,22
48357,1
48361,4
48363,1
48365,1
48367,7
48369,1
48373,2
48375,7
48377,1
48379,1
48381,14
48385,1
48395,1
48397,11
48409,5
48415,2
48419,2
48423,21
48439,116
48441,15
48445,1
48449,3
48451,9
48453,126
48455,1
48459,2
48463,1
48465,3
48467,1
48469,10
48471,1
48477,3
48479,9
48481,2
48483,1
48485,10
48487,1
48491,31
48493,2
49001,1
49003,5
49005,5
49007,1
49011,27
49013,2
49019,1
49021,3
49025,2
49029,1
49033,1
49035,89
49041,2
49043,2
49045,3
49049,28
49051,2
49053,10
49055,1
49057,11
50001,5
50003,11
50005,2
50007,23
50011,2
50015,6
50017,2
50019,2
50021,5
50023,12
50025,5
50027,6
51001,1
51003,1
51005,1
51009,2
51011,3
51013,37
51015,7
51019,5
51023,2
51025,1
51027,2
51031,13
51033,1
51035,1
51041,33
51047,5
51053,1
51057,2
51059,95
51061,3
51063,1
51065,2
51067,4
51069,4
51073,8
51077,1
51083,3
51085,10
51087,40
51089,5
51093,4
51099,4
51101,1
51109,2
51111,1
51113,1
51115,5
51117,2
51119,1
51121,9
51125,1
51127,1
51131,1
51137,4
51139,2
51145,1
51147,2
51149,1
51153,23
51155,3
51159,1
51161,18
51163,2
51165,10
51173,2
51177,4
51179,9
51183,2
51185,2
51187,4
51191,1
51193,1
51195,3
51197,3
51199,5
51510,19
51515,1
51520,1
51540,15
51550,23
51570,5
51590,7
51595,1
51600,8
51610,6
51650,16
51670,2
51680,6
51690,3
51700,22
51710,13
51730,4
51740,6
51750,3
51760,22
51770,5
51775,4
51800,4
51810,49
51820,5
51830,9
51840,5
53001,1
53005,17
53007,17
53009,9
53011,34
53015,9
53021,5
53025,5
53027,7
53029,14
53031,4
53033,312
53035,25
53037,5
53039,1
53041,5
53045,5
53047,4
53049,2
53051,2
53053,54
53055,6
53057,12
53061,62
53063,49
53065,2
53067,18
53071,5
53073,27
53075,2
53077,16
54001,3
54003,5
54007,1
54011,12
54017,1
54019,3
54027,1
54029,2
54033,10
54035,2
54037,4
54039,20
54041,1
54043,1
54045,1
54049,4
54051,2
54055,2
54059,1
54061,5
54065,2
54067,1
54069,2
54077,1
54079,4
54081,4
54083,2
54085,1
54087,1
54093,1
54097,1
54099,2
54101,1
54107,12
54109,1
55001,1
55003,2
55005,4
55007,1
55009,31
55011,2
55015,1
55017,7
55019,1
55021,6
55025,89
55027,4
55029,4
55031,7
55033,3
55035,12
55039,12
55043,4
55045,7
55047,1
55053,5
55055,8
55057,2
55059,8
55061,1
55063,15
55067,5
55069,2
55071,10
55073,9
55075,3
55077,1
55079,78
55081,3
55083,3
55085,6
55087,19
55089,12
55093,9
55095,3
55097,7
55101,14
55103,1
55105,10
55109,13
55111,9
55113,1
55115,2
55117,13
55121,1
55123,1
55125,3
55127,9
55129,4
55131,21
55133,56
55135,7
55137,1
55139,16
55141,7
56001,2
56003,2
56005,4
56009,1
56013,7
56017,2
56019,2
56021,8
56023,1
56025,10
56027,1
56029,5
56033,6
56037,1
56039,14
56041,1
56043,6
56045,1
